actor_id,movie_id,role,id
362942,37057,"Texas Man in the 70's",4001
362945,37057,"Shotgun Toter",4002
363048,86274,Man,4003
363186,309597,"News Reporter",4004
363245,176711,"Edgar McGraw",4005
363257,176711,"Earl McGraw",4006
363504,82681,Farmer,4007
363580,11440,"Bit Part",4008
363580,64833,Newsboy,4009
363621,211506,Pete,4010
363632,270971,"Referee (third Robinson fight",4011
363705,313478,4-LOM/K-3PO/Stormtrooper,4012
364174,56304,"Reporter at Airport",4013
364241,134672,Psychiatrist,4014
364408,31274,Bartender,4015
364455,131780,"Henry's '70s Crew",4016
364460,280803,"Bit part",4017
364464,131780,"Man with Coat Rack",4018
364552,123572,Prakash,4019
364719,46169,"Priest #2",4020
364863,324371,"Revolutionary War Soldier",4021
364893,70391,Dancer,4022
364931,123572,"Mounted Police Sergeant",4023
364956,328277,T-1000,4024
365345,256632,"Clubba: Barbossa's Crew",4025
365538,218346,"",4026
365552,26352,Technician,4027
365610,32178,"Additional Voices",4028
365675,40199,Holden,4029
365675,216312,"Salvatore Mistretta",4030
365783,198435,Kepich,4031
366173,10920,"Private Hudson",4032
366239,97342,"Stats Jefferson",4033
366319,33923,Joseph,4034
366541,123572,Youth,4035
366612,70404,Sailor,4036
366618,182955,"Det. Lt. Edmund Jennings Exle",4037
366618,210511,"Leonard Shelby",4038
366626,70404,"John Sr",4039
366832,306032,"Bricktop's Henchman",4040
366884,224842,"Helicopter pilot",4041
366976,86274,"Young Cop",4042
367003,280803,"Joe Bradley",4043
367003,334212,"Atticus Finch",4044
367125,257459,Crawford,4045
367277,313479,Ewok,4046
367543,64729,"Civic leader",4047
367557,281937,"Man at party",4048
367572,112290,"First Man at Auto Shop",4049
367830,131780,"Johnny Dio",4050
368255,113504,Gurgle,4051
368256,324371,Fisherman,4052
368267,324371,Gris,4053
368399,276217,"Nice Guy Eddie Cabot",4054
368409,308396,Jorge,4055
368424,224842,"Jimmy Markum",4056
368526,313479,"Moff Jerjerrod",4057
368557,117874,Crony,4058
368585,177138,"Lionel Holland",4059
368678,280803,"Nuntius Altomonto (Papal repr",4060
368713,200521,"Officer #1",4061
368764,31274,"Jonnie Goodboy Tyler",4062
368764,289109,"Pvt. Daniel Jackson (sniper)",4063
369463,289558,"Immigration officer #2",4064
369469,14110,"Ninja 2",4065
369479,17760,"Alvy's Classmate",4066
369537,342384,"Detective Franki",4067
369595,266574,"Norman Bates",4068
369941,375706,Cop,4069
370086,31274,Rock,4070
370184,121538,Marine,4071
370219,218346,"",4072
370281,141544,"Grocery Store Cop",4073
370350,117874,"Hippie at Commune",4074
370438,240922,"Cab Driver",4075
370438,307913,"Little Bonaparte",4076
370638,280270,"Extra on Street",4077
370660,56304,"Nicky Santoro",4078
370660,131780,"Tommy DeVito",4079
370660,241141,"Frankie Minaldi",4080
370660,270971,"Joey La Motta",4081
370802,271915,Kyoami,4082
370879,334212,"Tom Robinson",4083
370924,281937,"Rain Morgan",4084
371252,113504,"Mr. Ray",4085
371252,218415,Roz,4086
371656,230151,"TV Associate Director",4087
371682,270971,Johnny,4088
371776,56304,"Old Man Capo",4089
372035,17760,"Man #2 Outside Theatre",4090
372071,352639,"San Francisco flower seller",4091
372198,12937,"Hospital Attendant",4092
372397,232829,Andy,4093
372577,290070,"Himself/Schindler mourner",4094
372839,131240,Bartender,4095
373035,91758,"Joe Peters",4096
373059,18960,"Guitarist in band",4097
373276,289109,"Pvt. Michael Parkes",4098
373284,200521,"Mackey Disciple in Middle",4099
373334,216312,"Chief Albert Pallin",4100
373345,313479,Ewok,4101
373400,144861,Barber,4102
373439,313479,"Jabba Puppeteer",4103
373498,129185,"Emperor Commodus",4104
373498,150629,"",4105
373503,159172,"Young Indy",4106
373503,313059,"Chris Chambers",4107
373513,121538,"Camera thief",4108
373577,33923,"Cavalry Officer",4109
373813,86274,"Dwayne T. Robinson's Driver",4110
373816,17760,"Street Stranger",4111
373935,92616,"Maj. T.J. 'King' Kong",4112
374029,131780,Vito,4113
374074,218415,Bile,4114
374074,337166,"Aliens/Additional Voices",4115
374118,120528,Darren,4116
374195,32178,Chip,4117
374220,13978,"Arresting Officer",4118
374220,328277,"Burly attendant",4119
374497,312934,"Marko the Mailman (At Ease)",4120
374499,33848,Extra,4121
374784,267038,"Dean Martin",4122
374817,163625,"Concert Guard #2",4123
375068,89147,"Pizza Boy",4124
375240,302150,Micro,4125
375268,163288,Policeman,4126
375331,33923,"",4127
375423,32178,"Additional Voices",4128
375423,337166,"Additional Voices",4129
375799,342384,Fale,4130
376114,290070,"Josef Liepold",4131
376136,123572,Shukla,4132
376249,112290,"Tyler Durden",4133
376249,291698,"Detective David Mills",4134
376249,306032,"Mickey O'Neil",4135
376249,342384,"Jeffrey Goines",4136
376332,18960,"Philippe de Marais (Redux ver",4137
376399,54726,"Herbert Hortz",4138
376399,141544,"Dr. Bob",4139
376818,198435,Nightwatch,4140
376871,235062,"Victor Larrabee (Thornhill's ",4141
377074,86274,Alexander,4142
377098,131665,"Henry Lipkin, Psychologist",4143
377147,312934,"German guard-volleyball playe",4144
377169,58542,Zak,4145
377253,342384,"Dr. Leland Goines",4146
377457,134672,"Old man",4147
377546,326155,"Campaign Worker",4148
377641,64729,"",4149
377647,12937,"Czechoslovakian actor",4150
377675,198435,"Witness/One-Eyed Man",4151
377858,12937,"Czechoslovakian actor",4152
377934,198435,"",4153
377948,62076,"Man with knife",4154
377996,131780,"Copa Captain",4155
378075,280803,Worker,4156
378232,131240,Pork,4157
378234,290070,"Leo Rosner",4158
378260,276085,Banker,4159
378277,56304,"Phillip Green",4160
378285,302696,"Singin' in the Rain sequence:",4161
378305,313059,Moke,4162
378394,230151,Lou,4163
378476,10920,"Insurance Man",4164
378578,176711,Tim,4165
378578,276217,"Sheriff #4",4166
378974,112290,"",4167
379064,165961,"Frank Silva, Harbor Master",4168
379088,230151,"Sam Haywood",4169
379237,151052,Raver,4170
379255,40199,Policeman,4171
379287,313059,Chopper,4172
379544,56044,"Native Introducing Ferrari",4173
379727,82681,"Campus Police",4174
379803,289109,"Pvt. Bill Trask",4175
379970,291698,"Dr. Beardsley",4176
380180,31274,"Assistant Planetship/Psychlo ",4177
380189,235062,"",4178
380780,130358,"Yellow Teeth",4179
380881,10830,Alien,4180
381034,280803,"Mr. Hennessy, editor",4181
381066,366987,"Leonard Stephen Vole",4182
381076,131780,"Jimmy Two Times",4183
381161,91758,"Mr. Dietrichson",4184
381285,33923,Villager,4185
381408,302150,Ashton,4186
381468,123572,Goondas,4187
381474,123572,Karkare,4188
381660,56304,"Showgirls Stage Manager",4189
381673,342384,"Man Tying Shoe in Hotel",4190
381866,312934,"Col. von Scherbach",4191
381983,117874,Himself,4192
381992,109093,"Wade Gustafson",4193
381992,289109,"Gen. George C. Marshall",4194
382049,127627,"Assistant Director",4195
382210,375706,"Man At Disco",4196
382340,342384,Agent,4197
382354,104338,"Young Bully",4198
382380,177138,"Duke Louis Mazzini/Mazzini Sr",4199
382411,163288,Reporter,4200
382815,232275,"Cherokee Jack",4201
382855,326155,"Andy the Gun Salesman",4202
382866,230151,"Edward George Ruddy",4203
382895,186439,Driver,4204
382903,310141,"Kalgan's bodyguard",4205
383051,200521,"Police Captain",4206
383070,144861,"Joe, Ramirez Saloon Bartender",4207
383090,290070,Waiter,4208
383160,151052,"Capt. Victor Kirk",4209
383213,32178,"Additional Voices",4210
383213,218415,"Additional Voice",4211
383213,337166,"Additional Voices",4212
383596,313478,"Darth Vader",4213
383596,313479,"Darth Vader",4214
383736,256632,"Governor Weatherby Swann",4215
383767,235062,"",4216
383984,302150,Hooligan,4217
384204,56044,"Arab Vendor",4218
384204,221130,"Handwriting expert",4219
384335,290070,"Brinnlitz guard",4220
384362,182955,"Officer #4 at Hollywood Stati",4221
384421,11108,Clerk,4222
384513,224842,Worker,4223
384532,109590,"Immigration 1",4224
384690,123572,Kahn,4225
384696,123572,Nahari,4226
384699,123572,"Young Man",4227
384778,313478,"Chief Ugnaught",4228
384778,313479,Teebo,4229
384898,224842,"Solicitor in car",4230
385018,40199,"Taffey Lewis",4231
385073,346949,"Charley Hecker",4232
385448,14942,Ramiro,4233
385452,200521,"Avi Solomon",4234
385478,14110,"Ninja 6",4235
385754,15936,"Deputy Sheriff Sulo",4236
385754,56044,Berger,4237
385762,218415,"Additional Voice",4238
385836,218415,"Additional Voice",4239
385911,112290,"Detective Andrew",4240
385913,131780,"Henry Greeter #1",4241
385920,186439,"Col. Harry Brighton",4242
386017,123572,Batsman,4243
386084,324371,"Gen Corp. Guard",4244
386137,287712,Pedro,4245
386178,30431,"Capt. Grogan",4246
386203,319516,Muggles,4247
386315,186439,"Auda abu Tayi",4248
386330,313059,"Gordon's Son",4249
386358,257459,Rhah,4250
386395,129185,Valerius,4251
386422,313479,"Nien Nunb/Ree-Yees/Sy Snootle",4252
387040,218415,"Additional Voice",4253
387040,337166,"Additional Voices",4254
387178,117874,"Man in VW Bug",4255
387315,37057,Kid,4256
387577,290070,Pankiewicz,4257
387614,306312,"Hot Tub Stud",4258
387614,375706,"Fred Batten",4259
387631,218599,"Guard Eating Apple",4260
387721,280803,"Bit part",4261
387805,307913,"Spats Colombo",4262
387817,270971,"Marcel Cerdan",4263
387876,290070,"Border guard",4264
387891,129185,"Praetorian Guard #1",4265
388177,1711,"HAL 9000",4266
388185,123572,"Nehru's Friend",4267
388222,250612,"Pvt. Duval",4268
388247,56304,"Agent--Piscano Raid",4269
388280,56044,"Capt. Louis Renault",4270
388280,186439,"Mr. Dryden",4271
388280,221130,"Sen. Joseph Harrison Paine",4272
388280,235676,"Alexander 'Alex' Sebastian",4273
388369,123572,Tahib,4274
388511,109093,"Officer Olson",4275
388635,276085,"Party Animal",4276
388660,163485,"Little Sam",4277
388738,177138,"The Crown Counsel",4278
388996,134672,Neurologist,4279
389061,54726,Himself,4280
389063,54726,Himself,4281
389187,14942,Policeman,4282
389363,37057,Townsperson,4283
389543,287712,"Niño",4284
389621,64833,Tramp,4285
389621,216964,Convict,4286
389651,271095,"Flying Wing Mechanic",4287
389690,56304,"Reporter at Airport",4288
389708,117874,Crony,4289
389753,112290,Waiter,4290
389858,221130,"Senate reporter",4291
389924,113504,Jacques,4292
389924,218415,"Additional Voice",4293
389924,337166,"Lenny the Binoculars/Addition",4294
389925,113504,Tad,4295
390093,182955,"Officer Arresting Mickey Cohe",4296
390414,241141,"'Fat' Moe Gelly",4297
390497,204163,"Television Actor #3",4298
390547,186439,"Auda's son",4299
390561,371844,"Kannuki the giant",4300
390757,212097,"Der Schmale/Slim",4301
390855,346949,"Deputy Andy Russell",4302
390954,186439,Majid,4303
390992,289558,"Man lying on raft in pool",4304
391000,11108,"Max Fabian",4305
391057,113504,"Fish School",4306
391057,123572,"American Lt., Driver for Bour",4307
391057,218415,Yeti,4308
391057,313478,"Maj. Bren Derlin",4309
391057,337166,Hamm,4310
391434,37057,"Pretty Man",4311
391588,186439,Farraj,4312
391746,342384,Microbiologist,4313
391774,64729,Stagehand,4314
391804,232275,Policeman,4315
391964,123572,"Hindu Youth at Ashram",4316
391966,123572,"Maulana Azad",4317
392094,313479,Nicki/Ewok,4318
392155,117874,"Himself (assassination attemp",4319
392226,312934,POW,4320
392295,218346,Narrator,4321
392317,165961,"Michael 'Mike' Brody",4322
392330,117874,"Drugged Out Boyfriend",4323
392485,117874,"Black Student",4324
392505,324371,"Guy with Car",4325
392567,37057,"Banjo Man",4326
392613,56304,"Board Investigators",4327
392661,241347,Harding,4328
392744,289109,"German #1",4329
392775,64833,Sculptor,4330
392783,30431,"",4331
392786,112290,"Detective Kevin",4332
393005,340247,Son,4333
393102,129185,Proximo,4334
393114,144861,"Johnny, Town Boy",4335
393114,235062,Bellhop,4336
393258,271095,Sergeant,4337
393315,346949,"Tom Luckinbill",4338
393345,31274,"Psychlo Hoser",4339
393390,131240,"Stuart Tarleton",4340
393449,109093,"Shep Proudfoot",4341
393452,1711,Ape,4342
393586,56304,"Slapped Man",4343
393687,290070,"Rudolph Hoss",4344
393708,198435,"",4345
393748,324371,"Gen Corp. Guard",4346
393761,212097,Marinus,4347
393901,193253,"Samoan Jo",4348
393971,306032,"Doug 'The Head' Denovitz",4349
394031,56304,Winner,4350
394082,324371,"Future Inhabitant",4351
394126,200521,"Jim Kurring",4352
394175,271095,Bureaucrat,4353
394283,86274,"Thornburg's Assistant",4354
394321,212097,"Working man",4355
394516,10920,"Carter Burke",4356
394536,276085,"Party Animal",4357
394596,40199,Policeman,4358
394731,33923,"Tiberius Caesar",4359
394779,352639,"Jury foreman",4360
394948,56044,Conspirator,4361
394948,316323,"Monsieur Darville",4362
394990,312963,"",4363
395078,18960,"French Soldier #2 (Redux vers",4364
395086,287719,Hargo,4365
395132,210511,Dodd,4366
395170,131780,"",4367
395359,64729,Reporter,4368
395766,313478,"The Emperor",4369
395998,256632,"Tearlach: Jack's Crew",4370
396037,14110,Hiro,4371
396202,216964,Minister,4372
396528,267038,"Marsellus Wallace",4373
396790,159172,Sallah,4374
396790,271095,Sallah,4375
396814,46169,"Priest #1",4376
397039,289109,"Pvt. Irwin Wade, Medic",4377
397274,97765,"",4378
397279,117874,"High School Football Coach",4379
397311,18960,Roach,4380
397332,324371,"Revolutionary War Soldier",4381
397448,117874,"VA in Hospital",4382
397623,224842,"Helicopter pilot",4383
397741,270971,"Reporter at phone booth (Daut",4384
397827,271095,"Arab Swordsman",4385
397868,117874,"Hannibal Reporter",4386
397947,221130,"Sen. Manchester",4387
397948,352639,Escort,4388
397988,230151,Narrator,4389
398110,82681,Jake,4390
398135,33923,"Supplier to leper colony",4391
398261,1711,Moonwatcher,4392
398411,163288,"Prissy old man",4393
398423,56304,"Billy Sherbert",4394
398423,337166,"Mr. Potato Head",4395
398427,86274,"Hans Gruber",4396
398510,54726,"Officer Nicholson",4397
398561,337830,"Gail's Father",4398
398679,224842,Detective,4399
398802,56304,"Charlie Clark",4400
398806,12937,"Czechoslovakian actor",4401
398934,130358,Croaker,4402
398943,182955,"Dist. Atty. Ellis Loew",4403
398965,56304,"Vincent Borelli",4404
399230,26844,"Guy #1",4405
399230,313059,"Charlie Hogan",4406
399238,58542,"Condom Boss",4407
399289,134672,"DJ voice",4408
399367,92616,"Capt. G.A. 'Ace' Owens",4409
399367,123572,"Radio Commentator at Funeral",4410
399496,280270,"Streetcorner Singer",4411
399547,270971,"Referee (second Robinson figh",4412
399682,336683,"Risto, Grandi's Nephew Throwi",4413
400031,306032,"Man Reading Newspaper",4414
400074,129439,"Production Assistant",4415
400106,198435,"",4416
400284,120528,"Salsa Dancer",4417
400750,280803,"Cab driver",4418
400752,280803,Policeman,4419
400860,30431,Toole,4420
400860,159172,Gestapo,4421
400860,271095,"Giant Sherpa/1st Mechanic",4422
400872,30959,"Dr. Thomas Wayne",4423
400936,200521,"Earl Partridge",4424
400937,13789,"Jim Berkley",4425
401026,310141,Norris,4426
401104,224842,"Dave Boyle",4427
401159,117874,"Fat Man at Bench",4428
401279,62076,"Cross' butler",4429
401339,256632,"Crying Boy",4430
401495,86274,Heinrich,4431
401635,141544,"Bank Guard",4432
401716,62076,"Mayor Bagby",4433
401723,256632,"Crying Boy",4434
401739,120528,"Motel Clerk",4435
401756,85669,Detective,4436
401767,17760,Rob,4437
401819,313479,"Gamorrean guard",4438
401865,90772,"Movie Ticket Salesman",4439
401885,109590,"Rickshaw Driver",4440
401895,281937,"Lou Comfort",4441
402000,211506,"Michael Andrews",4442
402147,307913,"Johnny Paradise",4443
402226,70404,Ben,4444
402261,56044,"",4445
402267,313478,Snowtrooper,4446
402280,91758,"Barton Keyes",4447
402302,117874,"Bus Recruit",4448
402340,46169,"Young William Wallace",4449
402385,163288,Detective,4450
402404,18498,"Video Game Dork",4451
402422,54726,Homeboy,4452
402473,141544,Alphonse,4453
402498,112290,"Next Month's Opponent",4454
402568,287782,Baldie,4455
402574,64833,"Man who throws away cigar",4456
402579,260430,Kevin,4457
403161,163625,"Kyle Jacobs",4458
403180,112290,"Bruised Fighter",4459
403276,129439,Chico,4460
403402,324371,"Future Inhabitant",4461
403403,313479,Ewok,4462
403519,302150,Simon,4463
403721,120528,"Salsa Dancer",4464
403946,97342,"Jesus Rodriquez",4465
404252,336683,"Gang Member",4466
404439,2136,"Tum Tum Douglas",4467
404499,310141,Fritz,4468
404533,90772,"Ricky Danforth",4469
404726,62076,"Mr. Palmer",4470
404856,11440,Behm,4471
404859,70404,Gambler,4472
405020,324371,Richter,4473
405399,280270,"Apollo Corner Man",4474
405511,141544,"Hugh Benny",4475
405514,131780,"Courtroom defendant",4476
405572,10920,"Pvt. Drake",4477
405742,313479,Ewok,4478
406269,121538,Marine,4479
406428,324371,"Revolutionary War Soldier",4480
406711,113504,Bubbles,4481
406907,141544,"Armoured Truck Driver",4482
406907,182955,"Mexican #1",4483
406912,182955,"3rd Mexican",4484
406968,224842,"Lt. Friel",4485
406971,112290,Fighter,4486
407097,56304,David,4487
407252,313479,"Adm. Ackbar",4488
407395,289109,"Pvt. Andrew Payton",4489
407556,17760,"Alvy's Uncle",4490
407865,290070,Ghettoman,4491
407866,290070,"Himself/Schindler mourner",4492
407869,290070,"Himself/Schindler mourner",4493
407870,290070,"Himself/Schindler mourner",4494
407906,324371,"Destroyed Future Inhabitant",4495
408000,302696,"Don as a boy",4496
408005,15936,"Duane 'Duke' Miller",4497
408038,97342,Red,4498
408062,33923,Officer,4499
408068,337830,Man,4500
408089,117874,"Veteran at War Rally",4501
408098,18960,"Johnny from Malibu",4502
408114,306312,Cameo,4503
408166,342384,Bee,4504
408215,10920,"Pvt. Frost",4505
408285,287719,"Santa's Helper",4506
408312,18960,"Mike (from San Diego)",4507
408461,187908,Chef,4508
408560,186439,"Cpl. Jenkins",4509
408577,1711,"Dr. Andrei Smyslov",4510
408577,30431,"Capt. John Quinn (Kiwangen Re",4511
408613,70404,"John Jr",4512
408874,241347,Woolsey,4513
408902,267038,"Pumpkin (Ringo)",4514
408902,276217,"Mr. Orange/Freddy Newandyke",4515
408997,287719,"Santa's Helper",4516
409129,163288,Newsboy,4517
409180,289558,Monsignor,4518
409282,291698,"Dist. Atty. Martin Talbot",4519
409313,302329,Marv,4520
409474,306032,Paulie,4521
409716,193253,J,4522
409777,56044,"German Officer",4523
409922,37057,"Mr. Soggybottom",4524
409922,313479,"Droopy McCool",4525
410030,342384,Evangelist,4526
410204,120528,Dancer,4527
410484,64729,Smather,4528
410564,346949,"W.W. Beauchamp",4529
410825,186439,"Elder Harith",4530
411085,127627,"Beach Dancer",4531
411128,104338,Stan,4532
411151,56304,"Vinny Forlano",4533
411239,342384,Inpatient,4534
411371,14110,"Ninja 4",4535
411571,312934,"Sgt. Johann Sebastian Schulz",4536
411754,306312,"Bar Patron #2",4537
411809,31274,Rodman,4538
411874,91758,"Pullman Conductor",4539
411879,113504,Nigel,4540
411879,256632,Barbossa,4541
411942,131665,"Courtroom Guard",4542
411971,17760,"Comedian at Rally",4543
411981,64729,Hireling,4544
412017,13978,"Dennis Vinyard",4545
412057,56304,Bookie,4546
412176,232275,"",4547
412209,221130,"Otis Hopper",4548
412221,117874,"Elvis Presley",4549
412259,54726,"Captain Dave Anderson",4550
412365,232275,"",4551
412398,184978,"Tony Craig",4552
412403,241141,Bugsy,4553
412407,232275,"",4554
412573,267038,"Sportscaster #1/Coffee shop",4555
412573,276217,"Shot cop",4556
412898,316323,Minister,4557
412943,310141,MacPhearson,4558
413023,97342,"Abe Woods",4559
413095,104338,Frank,4560
413308,56044,"Col. Heinze",4561
413433,271915,"Saburo Naotora Ichimonji",4562
414422,131780,"Henry Greeter #2",4563
414458,86282,"Steven Hillman",4564
414485,130358,"Funeral Moaner",4565
414594,371844,Matsukichi,4566
414606,18960,"French Soldier #1 (Redux vers",4567
414782,289558,"Cuban refugee",4568
414914,290070,"Poldek Pfefferberg",4569
414920,290070,"Ghetto old man",4570
414950,30182,"Mr. Sousaphone",4571
414952,129439,"Billie's Father",4572
414996,123572,"Ramdas Gandhi",4573
415117,131665,"M.I.T. Student",4574
415120,129439,Francois,4575
415202,104338,"Young Bully",4576
415228,134672,"Buster's son",4577
415322,37057,"Mourner at Funeral",4578
415529,156234,Yakuza,4579
415529,371844,"First Foot Soldier",4580
415552,56044,Carl,4581
415561,371844,"Ushitora Follower",4582
415706,271915,"",4583
415734,337307,"Prof. 'Johnny-longbow' Salina",4584
415903,312934,"Prisoner with beard",4585
415904,182955,"Uniformed Patrol Officer",4586
415992,289558,"Chi Chi",4587
416070,120528,Dancer,4588
416222,177138,"Mr. Perkins the Lodger",4589
416235,14942,Champignon,4590
416363,14942,Luis,4591
416421,306312,Dennis,4592
416822,14110,"Ninja 3",4593
416891,54726,"Animal Rights Activist",4594
416905,90772,"Larry Riesman",4595
417314,14942,"Man at Junkyard",4596
417394,241347,"Chief Bromden",4597
417498,129439,"Music Video Dancer",4598
417814,120528,"Salsa Band Leader",4599
417847,257459,Doc,4600
417891,186439,"Turkish sergeant",4601
418018,64729,"Reporter at Xanadu",4602
418021,182955,"Leland 'Buzz' Meeks",4603
418155,11108,"Addison DeWitt",4604
418155,273585,"Jack Favell",4605
418166,334212,"Dr. Reynolds",4606
418174,182955,"Sylvester Fitch",4607
418192,159172,"Scout Master",4608
418290,151052,Greg,4609
418291,40199,"J.F. Sebastian",4610
418307,216964,"Big Bill/Worker",4611
418356,130358,"Schecky Moskowitz",4612
418410,86282,"Policeman Gabor",4613
418421,14110,Zubino,4614
418521,280270,"Club Fight Announcer",4615
418550,121538,Marine,4616
418649,64729,"Herbert Carter",4617
419035,289558,Ernie,4618
419307,256632,"Maximo: Barbossa's Crew",4619
419327,291698,"Helicopter Pilot",4620
419999,89147,"Leon Shermer",4621
420177,336683,"Pretty Boy",4622
420418,13978,"Jail Inmate",4623
420532,121538,Marine,4624
420533,123572,"Young Indian Reporter",4625
420594,271915,"",4626
420990,176711,"Charlie Brown",4627
421168,232275,Cook,4628
421223,302696,Fencer,4629
421227,186439,"Regimental Sergeant Major",4630
421241,270971,"Musician #2",4631
421372,30431,"Young Bullingdon",4632
421423,270971,"Jackie Curtie",4633
421423,326155,"The john",4634
421469,281937,Workman,4635
421502,375706,Cop,4636
421615,123572,"Manager of the Mine",4637
421617,291698,"911 Operator",4638
421660,46169,"Chief Assassin",4639
421712,969,"The Accused",4640
421817,371844,Hansuke,4641
421983,216312,"Walter Deaney",4642
421984,289109,"Lt. Frank Briggs",4643
422064,159172,Sultan,4644
422066,64729,Politician,4645
422079,144861,"Second old timer on hotel por",4646
422098,235062,"Man at Mt. Rushmore cafeteria",4647
422098,352639,"Diner at Ernie's",4648
422098,366987,"Clerk at Old Bailey",4649
422112,371844,Ushitora,4650
422261,342384,"Impatient Traveler",4651
422308,276085,"Party Animal",4652
422351,58542,"Mr. Alosi",4653
422365,280803,Himself,4654
422451,17676,Jeremy,4655
422784,109093,Mechanic,4656
422800,287719,"Santa's Helper",4657
422872,302696,"",4658
423205,319516,Finkleman,4659
423206,319516,Finkleman,4660
423214,165961,"Police Chief Martin Brody",4661
423283,169942,"Hans Rolfe (lead defense atto",4662
423565,12937,"Salieri's valet",4663
423565,241347,Frederickson,4664
423685,291698,"Mark Swarr (John Doe's Lawyer",4665
423761,30431,"",4666
423768,290070,"Plaszow SS guard",4667
423769,169942,Waiter,4668
423769,366987,"",4669
423785,64729,"The Headwaiter",4670
423785,336683,"Eddie Farnham",4671
423853,163485,"Nick's bouncer",4672
423935,56304,"Man in Bar",4673
423989,97342,Buddy,4674
424060,232829,Damien,4675
424672,109093,"Airport Lot Attendant",4676
424707,290070,"Dieter Reeder",4677
424871,290070,"Juda Dresner",4678
425129,129185,"Senator Falco",4679
425270,256632,"Scarus: Barbossa's Crew",4680
425673,328277,Lloyd,4681
425948,86274,Cameraman,4682
425964,163288,"Bus passenger",4683
426005,127627,"Beach Dancer",4684
426435,56304,"Maitre d'",4685
426628,328277,"The Terminator (T-800 Model 1",4686
426649,109093,"Car Salesman",4687
426954,235676,"Dr. Anderson",4688
427120,313478,"Imperial officer",4689
427176,134672,"The Groundhog",4690
427217,56304,"",4691
427217,131780,Vinnie,4692
427217,270971,"Charlie (man at table with Co",4693
427218,270971,"Barbizon stagehand",4694
427218,326155,"Homicidal Passenger",4695
427273,289109,"Soldier on the Beach",4696
427281,218346,"",4697
427299,218415,"Additional Voice",4698
427303,163485,Mickey,4699
427335,200521,"Pedestrian #2",4700
427368,309597,"Officer Mel",4701
427460,15936,"Asst. State Atty. Gen. Claude",4702
427460,92616,"Gen. 'Buck' Turgidson",4703
427522,312934,"Bit part",4704
427529,54726,"Officer Simons",4705
427579,97342,"Banana Truck Driver",4706
427619,1711,Miller,4707
427666,241141,"Marvin Brentley",4708
427898,46169,Corporal,4709
428034,289109,"Paratrooper #1",4710
428043,131780,"Mr. Tony's Crew #2",4711
428085,271095,"2nd Nazi",4712
428173,12937,"Count Arco",4713
428365,256632,Sentry,4714
428582,342384,Jose,4715
428712,123572,Wicket-Keeper,4716
428829,14942,Leonardo,4717
428847,120528,Dancer,4718
428854,289109,"Pvt. Ray Rice",4719
428872,364329,Nick,4720
428899,342384,Weller,4721
428933,182955,"Johnny Stompanato",4722
429196,131240,"Tony Fontaine",4723
429209,290070,"Plaszow SS guard",4724
429375,200521,"1958 Policeman",4725
429427,12937,"Young Mozart",4726
429506,276085,"Laughing Guard",4727
429644,130358,"Terrorist With Mustache",4728
429651,134672,"Groundhog official",4729
429671,134672,Cop,4730
429719,92616,"Group Captain (G/C) Lionel Ma",4731
429814,334212,Schoolboy,4732
429819,276085,"Party Animal",4733
429957,56304,"Orchestra Leader",4734
430016,290070,"Waffen SS man",4735
430367,280803,"Bit part",4736
430402,26352,"Security Guard",4737
430578,156234,"Worker in General Affairs",4738
430641,30959,"Homeless man",4739
430641,306032,"Boris 'The Blade' Yurinov",4740
430703,291698,"Wild Bill",4741
430795,127627,"Beach Dancer",4742
430880,289558,"Angel Fernandez",4743
430965,89147,"New York Plainclothes Cop",4744
430965,204163,"Pizzeria Waiter",4745
431048,235676,"Brazilian Official",4746
431142,131780,"Young Henry",4747
431332,123572,"Pandit Jawaharlal Nehru",4748
431346,123572,"Motilal Nehru",4749
431458,240922,Longshoreman,4750
431581,257459,"One-Legged Man",4751
431642,30431,"Barry's second in the final d",4752
431660,290070,"Julian Scherner",4753
431779,56044,Abdul,4754
431791,235062,"Victor, Captain of Waiters",4755
431960,313479,Ewok,4756
431961,91758,"Pullman Porter",4757
432015,58542,Larry,4758
432182,271095,Abu,4759
432182,313479,Ewok,4760
432273,270971,"Ring announcer (Cerdan fight)",4761
432485,117874,"Football player",4762
432546,97765,"",4763
432658,64729,"Kane's Father",4764
432658,144861,Cooper,4765
432658,336683,"Chief Gould",4766
432677,134672,Fred,4767
432870,289109,"Cpl. Carl Vittore",4768
432876,186439,"Sherif Ali ibn el Kharish",4769
433046,30431,"Lord Hallam (barrister)",4770
433086,30431,Doolan,4771
433103,289109,"Pvt. Ronald Short",4772
433153,302696,Fencer,4773
433259,169942,"Capt. Harrison Byers (Haywood",4774
433333,289109,"Pvt. Danny Delancey",4775
433492,33923,"Rower No. 43",4776
433518,165961,Quint,4777
433531,328277,"Cyberdyne tech",4778
433533,313479,"Darth Vader's face",4779
433536,280270,Dipper,4780
433576,129439,"Iranian Cabbie",4781
433585,312934,"Blondie Peterson",4782
433600,204163,Jeremiah,4783
433600,218415,"Rex the Green Dinosaur (outta",4784
433600,337166,Rex,4785
433636,352639,"Pop Leibel",4786
433639,235062,"Larry Wade",4787
433731,224842,"Handcuffed man",4788
433767,159172,"Adolf Hitler",4789
433767,271095,"U-Boat Captain",4790
433767,313478,"Adm. Ozzel",4791
433817,163288,"Bus passenger",4792
433843,312934,POW,4793
