id,first_name,last_name,gender
356699,Bob,Orwig,M
356804,Bud,Osborne,M
356818,Holmes,Osborne,M
356878,Henry,Oscar,M
357061,Eugene,Osment,M
357062,"Haley Joel",Osment,M
357167,Michael,Ossman,M
357196,Rodrigo,Ostap,M
357236,Robert,Osterloh,M
357372,Patton,Oswalt,M
357556,Jun,Otomo,M
357558,Shin,Otomo,M
357650,Albert,Ottenheimer,M
357707,"Götz",Otto,M
357897,Brian,Oulton,M
357898,Eric,Oulton,M
358112,Frank,Overton,M
358118,Rick,Overton,M
358193,Clive,Owen,M
358212,"Garry (I)",Owen,M
358313,"Bill (I)",Owens,M
358321,Charlie,Owens,M
358527,Frank,Oz,M
358555,Robert,Ozasky,M
358844,Peter,Pacey,M
358881,"Hector (II)",Pacheco,M
358968,Al,Pacino,M
358995,Don,Packard,M
359072,Alyque,Padamsee,M
359130,Manuel,"Padilla Jr.",M
359269,Darryl,Paes,M
359477,"T. Bruce",Page,M
360149,"J. Rock",Palermo,M
360186,David,Palffy,M
360213,Michael,Palin,M
360215,William,Palin,M
360312,Eugene,Pallette,M
360390,Gene,Palma,M
360470,"Chris (II)",Palmer,M
360529,"Jim (I)",Palmer,M
360786,Suhas,Palshikar,M
360788,Nana,Palsikar,M
361306,"Tony (I)",Pann,M
361482,Joe,Pantoliano,M
361507,John,Panzarella,M
361515,Paul,Panzer,M
361582,Connor,Paolo,M
361989,Louis,Paquette,M
362390,Sean,Parhm,M
362717,"Steve (I)",Park,M
362775,Harrell,"Parker Jr.",M
362817,"Brad (I)",Parker,M
362820,"Bret 'Brook'",Parker,M
362896,"Eddie (I)",Parker,M
362908,Franklin,Parker,M
362942,"Jack Terry",Parker,M
362945,"James DeForest",Parker,M
363048,"Richard (I)",Parker,M
363186,Eric,Parkinson,M
363245,James,Parks,M
363257,"Michael (I)",Parks,M
363504,Simon,Parra,M
363580,Robert,Parrish,M
363621,Bruce,Parry,M
363632,Harvey,Parry,M
363705,"Chris (I)",Parsons,M
364174,Michael,Paskevich,M
364241,David,Pasquesi,M
364408,Earl,Pastko,M
364455,Garry,Pastore,M
364460,Piero,Pastore,M
364464,Vincent,Pastore,M
364552,Prabhakar,Patankar,M
364719,Robert,Paterson,M
364863,Douglas,Patraw,M
364893,"Brian (III)",Patrick,M
364931,"John (III)",Patrick,M
364956,"Robert (I)",Patrick,M
365345,David,Patykewich,M
365538,Rick,Paul,M
365552,Steven,Paul,M
365610,Wilbur,Pauley,M
365675,Morgan,Paull,M
365783,Edgar,Pauly,M
366173,Bill,Paxton,M
366239,"Carl Anthony","Payne II",M
366319,Laurence,Payne,M
366541,Daniel,Peacock,M
366612,Donn,Pearce,M
366618,"Guy (I)",Pearce,M
366626,"John (I)",Pearce,M
366832,Shaun,Pearson,M
366884,Michael,Peavey,M
366976,Anthony,Peck,M
367003,Gregory,Peck,M
367125,Chris,Pedersen,M
367277,John,Pedrick,M
367543,Edward,"Peil Jr.",M
367557,Josh,Peine,M
367572,Todd,Peirce,M
367830,"Frank (II)",Pellegrino,M
368255,Austin,Pendleton,M
368256,Brian,Pendleton,M
368267,Ted,Pendleton,M
368399,"Chris (I)",Penn,M
368409,Kal,Penn,M
368424,Sean,Penn,M
368526,"Michael (I)",Pennington,M
368557,Bob,Penny,M
368585,John,Penrose,M
368678,Giacomo,Penza,M
368713,Neil,Pepe,M
368764,Barry,Pepper,M
369463,"Tony (I)",Perez,M
369469,Vincente,Perez,M
369479,Hamit,Perezie,M
369537,Joey,Perillo,M
369595,Anthony,Perkins,M
369941,Gaston,Perreault,M
370086,Michel,Perron,M
370184,"David (I)",Perry,M
370219,"George (II)",Perry,M
370281,Manny,Perry,M
370350,"Tim (II)",Perry,M
370438,Nehemiah,Persoff,M
370638,Frank,Pesce,M
370660,Joe,Pesci,M
370802,Tuomas,Petelius,M
370879,Brock,Peters,M
370924,Gale,Peters,M
371252,"Bob (III)",Peterson,M
371656,Russ,Petranto,M
371682,Peter,Petrella,M
371776,Salvatore,Petrillo,M
372035,Rick,Petrucelli,M
372071,Julian,Petruzzi,M
372198,Brian,Pettifer,M
372397,Ben,Peyton,M
372577,Leopold,Pfefferberg,M
372839,Lee,Phelps,M
373035,John,Philliber,M
373059,Linn,"Phillips III",M
373276,"Mark (VI)",Phillips,M
373284,"Michael 'Jocco'",Phillips,M
373334,"Robert (I)",Phillips,M
373345,"Ronnie (I)",Phillips,M
373400,"William 'Bill'",Phillips,M
373439,Toby,Philpott,M
373498,Joaquin,Phoenix,M
373503,River,Phoenix,M
373513,"Nguyen Hue",Phong,M
373577,Aldo,Pial,M
373813,"Charlie (I)",Picerni,M
373816,Lou,Picetti,M
373935,"Slim (I)",Pickens,M
374029,Vito,Picone,M
374074,Jeff,Pidgeon,M
374118,Yamil,Piedra,M
374195,Bradley,Pierce,M
374220,Denney,Pierce,M
374497,William,Pierson,M
374499,Adam,Pierucci,M
374784,Joseph,Pilato,M
374817,Mitch,Pileggi,M
375068,Lionel,Pina,M
375240,John,Pinette,M
375268,Earl,Pingree,M
375331,Aldo,Pini,M
375423,Patrick,Pinney,M
375799,Felix,Pire,M
376114,Ludger,Pistor,M
376136,Manohar,Pitale,M
376249,Brad,Pitt,M
376332,Michel,Pitton,M
376399,Jeremy,Piven,M
376818,Karl,Platen,M
376871,"Edward (I)",Platt,M
377074,Joey,Plewa,M
377098,George,Plimpton,M
377147,Joe,Ploski,M
377169,Jack,Plotnick,M
377253,"Christopher (I)",Plummer,M
377457,Les,Podewell,M
377546,Carey,Poe,M
377641,Thomas,Pogue,M
377647,Jan,Pohan,M
377675,"Klaus (I)",Pohl,M
377858,Ivan,Pokorny,M
377934,Franz,Poland,M
377948,Roman,Polanski,M
377996,Anthony,Polemeni,M
378075,Mimmo,Poli,M
378232,Oscar,Polk,M
378234,Piotr,Polk,M
378260,Joshua,Pollack,M
378277,Kevin,Pollak,M
378285,"'Snub'",Pollard,M
378305,"Korey Scott",Pollard,M
378394,Bernard,Pollock,M
378476,Alan,Polonsky,M
378578,Stevo,Polyi,M
378974,J.T.,Pontino,M
379064,Donald,Poole,M
379088,"Roy (I)",Poole,M
379237,Kris,Pope,M
379255,Steve,Pope,M
379287,Lidija,Popeskov,M
379544,Paul,Porcasi,M
379727,John,Portela,M
379803,"Ian (I)",Porter,M
379970,Richard,Portnow,M
380180,Tim,Post,M
380189,Charles,Postal,M
380780,Dan,Povenmire,M
380881,Eddie,Powell,M
381034,Hartley,Power,M
381066,"Tyrone (I)",Power,M
381076,"Anthony (I)",Powers,M
381161,"Tom (I)",Powers,M
381285,Diego,Pozzetto,M
381408,"Jérôme",Pradon,M
381468,Bhatawadekar,Prakash,M
381474,Nigam,Prakash,M
381660,"Michael McKensie",Pratt,M
381673,Roger,Pratt,M
381866,Otto,Preminger,M
381983,Elvis,Presley,M
381992,Harve,Presnell,M
382049,"David (I)",Pressman,M
382210,Philip,Pretten,M
382340,"Barry (I)",Price,M
382354,"Brian (IV)",Price,M
382380,"Dennis (I)",Price,M
382411,Hal,Price,M
382815,"George (I)",Prince,M
382855,Steven,Prince,M
382866,William,Prince,M
382895,Bryan,Pringle,M
382903,"Guy (I)",Pringle,M
383051,"John (I)",Pritchett,M
383070,Lucien,Prival,M
383090,Eugeniusz,Priwieziencew,M
383160,"Jürgen",Prochnow,M
383213,Philip,Proctor,M
383596,David,Prowse,M
383736,Jonathan,Pryce,M
383767,Hugh,Pryor,M
383984,Jean-Elie,Pucci,M
384204,Frank,Puglia,M
384335,Jacek,Pulanecki,M
384362,Don,Pulford,M
384421,William,Pullen,M
384513,John,Pungitore,M
384532,Steve,Punt,M
384690,Amrish,Puri,M
384696,Om,Puri,M
384699,Sanjeev,Puri,M
384778,Jack,Purvis,M
384898,Duncan,Putney,M
385018,Hy,Pyke,M
385073,John,Pyper-Ferguson,M
385448,Marco,"Pérez",M
385452,"Miguel (I)","Pérez",M
385478,Rufino,"Pérez",M
385754,John,Qualen,M
385762,Josh,Qualtieri,M
385836,Guido,Quaroni,M
385911,Van,Quattro,M
385913,James,Quattrochi,M
385920,Anthony,Quayle,M
386017,"John (I)",Quentin,M
386084,Jeff,Quesnel,M
386137,"Cesáreo","Quezadas 'Pulgarcito'",M
386178,Godfrey,Quigley,M
386203,Alfonso,Quijada,M
386315,Anthony,Quinn,M
386330,"Chance (I)",Quinn,M
386358,Francesco,Quinn,M
386395,"John (I)",Quinn,M
386422,"Mike (I)",Quinn,M
387040,Jan,Rabson,M
387178,Paul,Raczkowski,M
387315,Jacob,Radford,M
387577,Ryszard,Radwanski,M
387614,James,Rae,M
387631,Tom,Raeburn,M
387721,Giuliano,Raffaelli,M
387805,George,Raft,M
387817,Louis,Raftis,M
387876,Osman,Ragheb,M
387891,Alun,Raglan,M
388177,Douglas,Rain,M
388185,K.K.,Raina,M
388222,Marshall,Rainer,M
388247,"Gary C.",Rainey,M
388280,Claude,Rains,M
388369,"Tilak (I)",Raj,M
388511,Cliff,Rakerd,M
388635,Craig,Rallo,M
388660,Ronnie,Ralph,M
388738,Cecil,Ramage,M
388996,Harold,Ramis,M
389061,Johnny,Ramone,M
389063,Marky,Ramone,M
389187,"Juan Manuel",Ramos,M
389363,"David (III)",Ramsey,M
389543,"Rubén","Ramírez",M
389621,"John (I)",Rand,M
389651,Glenn,"Randall Jr.",M
389690,Eric,Randall,M
389708,"John (I)",Randall,M
389753,Chad,Randau,M
389858,Ed,Randolph,M
389924,Joe,Ranft,M
389925,Jordan,Ranft,M
390093,Steve,Rankin,M
390414,Larry,Rapp,M
390497,David,Rasche,M
390547,Kamal,Rashid,M
390561,Namigoro,Rashomon,M
390757,Fritz,Rasp,M
390855,Jeremy,Ratchford,M
390954,Gamil,Ratib,M
390992,Brett,Ratner,M
391000,Gregory,Ratoff,M
391057,John,Ratzenberger,M
391434,"C. Alan",Rawlins,M
391588,Michel,Ray,M
391746,"Bill (I)",Raymond,M
391774,"Jack (I)",Raymond,M
391804,"Nick (II)",Raymond,M
391964,"Roop Kumar",Razdan,M
391966,Virendra,Razdan,M
392094,"Nicholas (I)",Read,M
392155,"Ronald (I)",Reagan,M
392226,"Harry (II)",Reardon,M
392295,Bill,Rebane,M
392317,Chris,Rebello,M
392330,Matt,Rebenkoff,M
392485,Timothy,Record,M
392505,Mike,Reczek,M
392567,Billy,Redden,M
392613,Brian,Reddy,M
392661,William,Redfield,M
392744,Erich,Redman,M
392775,Granville,Redmond,M
392783,Liam,Redmond,M
392786,Markus,Redmond,M
393005,"Gavin (II)",Reed,M
393102,"Oliver (I)",Reed,M
393114,"Ralph (I)",Reed,M
393258,John,Rees,M
393315,Larry,Reese,M
393345,"Derrick Damon",Reeve,M
393390,"George (I)",Reeves,M
393449,Steve,Reevis,M
393452,Joe,Refalo,M
393586,Frank,Regich,M
393687,Hans-Michael,Rehberg,M
393708,Paul,Rehkopf,M
393748,Robert,Reiber,M
393761,"Hanns Leo",Reich,M
393901,"David (V)",Reid,M
393971,"Mike (I)",Reid,M
394031,"Joseph P.",Reidy,M
394082,Aaron,Reil,M
394126,"John C. (I)",Reilly,M
394175,Bill,Reimbold,M
394283,Tracy,Reiner,M
394321,Arthur,Reinhardt,M
394516,Paul,Reiser,M
394536,Geordan,Reisner,M
394596,Robert,Reiter,M
394731,George,Relph,M
394779,William,Remick,M
394948,Georges,Renavent,M
394990,R.,Rendi,M
395078,Gilbert,Renkens,M
395086,Charles,Renn,M
395132,"Callum Keith",Rennie,M
395170,James,Reno,M
395359,Guy,Repp,M
395766,Clive,Revill,M
395998,"Gerard J.",Reyes,M
396037,Lee,Reyes,M
396202,Cecil,Reynolds,M
396528,Ving,Rhames,M
396790,John,Rhys-Davies,M
396814,Ralph,Riach,M
397039,Giovanni,Ribisi,M
397274,"Bill (II)",Rice,M
397279,Brett,Rice,M
397311,Herb,Rice,M
397332,"John (II)",Rice,M
397448,"Mark A.",Rich,M
397623,"Bill (III)",Richards,M
397741,"Ken (II)",Richards,M
397827,Terry,Richards,M
397868,"Bobby (I)",Richardson,M
397947,"Jack (I)",Richardson,M
397948,"Jack (II)",Richardson,M
397988,Lee,Richardson,M
398110,Nate,Richert,M
398135,Edwin,Richfield,M
398261,"Daniel (I)",Richter,M
398411,Tom,Ricketts,M
398423,Don,Rickles,M
398427,Alan,Rickman,M
398510,Michael,Ricupero,M
398561,Billy,Riddoch,M
398679,Frank,Ridley,M
398802,Richard,Riehle,M
398806,Milan,Riehs,M
398934,Adam,Rifkin,M
398943,Ron,Rifkin,M
398965,Joseph,Rigano,M
399230,"Gary (I)",Riley,M
399238,"Jack (II)",Riley,M
399289,"Rob (I)",Riley,M
399367,Shane,Rimmer,M
399496,"William E.",Ring,M
399547,Bobby,Rings,M
399682,Lalo,Rios,M
400031,Guy,Ritchie,M
400074,Derek,Ritschel,M
400106,"Hans (I)",Ritter,M
400284,Petty,Rivas,M
400750,Alfredo,Rizzo,M
400752,Carlo,Rizzo,M
400860,Pat,Roach,M
400872,Linus,Roache,M
400936,Jason,Robards,M
400937,Sam,Robards,M
401026,"Dennis (III)",Robbins,M
401104,"Tim (I)",Robbins,M
401159,Bill,Roberson,M
401279,Federico,Roberto,M
401339,"Ben (VII)",Roberts,M
401495,"Gary (I)",Roberts,M
401635,Mario,Roberts,M
401716,"Roy (I)",Roberts,M
401723,"Sam (II)",Roberts,M
401739,Sherman,Roberts,M
401756,Thayer,Roberts,M
401767,"Tony (I)",Roberts,M
401819,"Barry (II)",Robertson,M
401865,"Dee Austin",Robertson,M
401885,Finlay,Robertson,M
401895,"George R.",Robertson,M
402000,Struan,Robertson,M
402147,"Edward G.","Robinson Jr.",M
402226,"Cyril 'Chips'",Robinson,M
402261,Dewey,Robinson,M
402267,"Doug (I)",Robinson,M
402280,"Edward G.",Robinson,M
402302,"Gary (I)",Robinson,M
402340,"James (II)",Robinson,M
402385,Ky,Robinson,M
402404,"Louis (III)",Robinson,M
402422,"Matt (IV)",Robinson,M
402473,"Phillip (I)",Robinson,M
402498,Robby,Robinson,M
402568,Troy,Robinson,M
402574,W.C.,Robinson,M
402579,Wes,Robinson,M
403161,Charles,Rocket,M
403180,David,"Rockit Hynes",M
403276,Mauricio,Rodas,M
403402,Cyrus,Rodgers,M
403403,"Daniel (I)",Rodgers,M
403519,Dennis,Rodman,M
403721,Abdelacid,Rodriguez,M
403946,Valente,Rodriguez,M
404252,"Ramón (I)","Rodríguez",M
404439,"James Paul","Roeske II",M
404499,David,Rogan,M
404533,Seth,Rogen,M
404726,"John (VI)",Rogers,M
404856,Walter,Rogers,M
404859,"Wayne (I)",Rogers,M
405020,Jim,Rohn,M
405399,Hank,Rolike,M
405511,Henry,Rollins,M
405514,Jeffrey,Rollins,M
405572,Mark,Rolston,M
405742,"Chris (I)",Romano,M
406269,Peter,Rommely,M
406428,John,Rondeau,M
406711,"Stephen (I)",Root,M
406907,Thomas,"Rosales Jr.",M
406912,Gilbert,Rosales,M
406968,"José Ramón",Rosario,M
406971,Marcio,Rosario,M
407097,"David (II)",Rose,M
407252,"Timothy M.",Rose,M
407395,Lee,Rosen,M
407556,Martin,Rosenblatt,M
407865,Hans,Rosner,M
407866,Henry,Rosner,M
407869,Leopold,Rosner,M
407870,Olek,Rosner,M
407906,"Adam (V)",Ross,M
408000,"Dennis (I)",Ross,M
408005,"Don (I)",Ross,M
408038,"Gene (I)",Ross,M
408062,Hector,Ross,M
408068,"Hugh (I)",Ross,M
408089,"Jay (I)",Ross,M
408098,"Jerry (II)",Ross,M
408114,"John (IX)",Ross,M
408166,"Matt (I)",Ross,M
408215,Ricco,Ross,M
408285,"Tony (I)",Ross,M
408312,Kerry,Rossall,M
408461,"Leo (II)",Rossi,M
408560,Norman,Rossington,M
408577,Leonard,Rossiter,M
408613,Eddie,Rosson,M
408874,"Philip (II)",Roth,M
408902,Tim,Roth,M
408997,Ronnie,Rotholz,M
409129,Matty,Roubert,M
409180,Michael,Rougas,M
409282,Richard,Roundtree,M
409313,Mickey,Rourke,M
409474,Jimmy,Roussounis,M
409716,"Nicholas (I)",Rowe,M
409777,Henry,Rowland,M
409922,Deep,Roy,M
410030,"Thomas (I)",Roy,M
410204,"Eduardo Adrian",Rozas,M
410484,Benny,Rubin,M
410564,Saul,Rubinek,M
410825,John,Ruddock,M
411085,Zeke,Ruelas,M
411128,Mark,Ruffalo,M
411151,Gene,Ruffini,M
411239,Allelon,Ruggiero,M
411371,"Carlos (I)",Ruiz,M
411571,Sig,Ruman,M
411754,Rudy,Rupak,M
411809,Tait,Ruppert,M
411874,Dick,Rush,M
411879,Geoffrey,Rush,M
411942,Kevin,Rushton,M
411971,Dan,Ruskin,M
411981,Shimen,Ruskin,M
412017,William,Russ,M
412057,Anthony,Russell,M
412176,J.H.,Russell,M
412209,"Johnny (I)",Russell,M
412221,"Kurt (I)",Russell,M
412259,Nipsey,Russell,M
412365,"Bob (II)",Russo,M
412398,"Gianni (I)",Russo,M
412403,"James (I)",Russo,M
412407,Jim,Russo,M
412573,Robert,Ruth,M
412898,"Dick (I)",Ryan,M
412943,"James (IV)",Ryan,M
413023,Mitch,Ryan,M
413095,"Thomas Jay",Ryan,M
413308,Richard,Ryen,M
413433,Daisuke,Ryu,M
414422,Lawrence,Sacco,M
414458,Denny,Sachen,M
414485,Gabe,Sachs,M
414594,Yutaka,Sada,M
414606,Henri,Sadardeil,M
414782,Anthony,Saenz,M
414914,Jonathan,Sagall,M
414920,Jerzy,Sagan,M
414950,"B Martin",Sage,M
414952,Bill,Sage,M
414996,Anthony,Sagger,M
415117,Vik,Sahay,M
415120,Ed,Sahely,M
415202,"Amir Ali",Said,M
415228,Eric,Saiet,M
415322,Cade,Saint,M
415529,Sachio,Sakai,M
415552,S.Z.,Sakall,M
415561,Haruya,Sakamoto,M
415706,Masaru,Sakurai,M
415734,Gregorio,Sala,M
415903,Paul,Salata,M
415904,Rocco,Salata,M
415992,"Ángel (I)",Salazar,M
416070,Gilbert,Saldivar,M
416222,John,Salew,M
416235,Bruno,Salgado,M
416363,Jorge,Salinas,M
416421,James,Salisko,M
416822,Jose,Salvado,M
416891,Claude,Salvas,M
416905,Jack,"Salvatore Jr.",M
417314,Carlos,Samperio,M
417394,Will,Sampson,M
417498,"Martin (II)",Samuel,M
417814,Jonathan,Sanchez,M
417847,"Paul (II)",Sanchez,M
417891,"Fernando (I)",Sancho,M
418018,Walter,Sande,M
418021,Darrell,Sandeen,M
418155,"George (I)",Sanders,M
418166,Hugh,Sanders,M
418174,"Jeff (I)",Sanders,M
418192,"Larry (I)",Sanders,M
418290,Will,Sanderson,M
418291,William,Sanderson,M
418307,Tiny,Sandford,M
418356,"Adam (I)",Sandler,M
418410,Chris,Sandor,M
418421,"Alfredo (I)",Sandoval,M
418521,Billy,Sands,M
418550,Pat,Sands,M
418649,Erskine,Sanford,M
419035,Arnaldo,Santana,M
419307,"Maxie J.","Santillan Jr.",M
419327,John,Santin,M
419999,"Chris (I)",Sarandon,M
420177,Michael,Sargent,M
420418,Sam,Sarpong,M
420532,Jim,Sarup,M
420533,Jyoti,Sarup,M
420594,Masaaki,Sasaki,M
420990,Sakichi,"Satô",M
421168,Harold,Saunders,M
421223,"Russell (II)",Saunders,M
421227,"Stuart (II)",Saunders,M
421241,Theodore,Sauners,M
421372,Dominic,Savage,M
421423,Peter,Savage,M
421469,George,Savalas,M
421502,"André (I)",Savard,M
421615,John,Savident,M
421617,Harris,Savides,M
421660,Joe,Savino,M
421712,John,Savoca,M
421817,Ikio,Sawamura,M
421983,John,Saxon,M
421984,Rolf,Saxon,M
422064,Alexei,Sayle,M
422066,Francis,Sayles,M
422079,Syd,Saylor,M
422098,Jeffrey,Sayre,M
422112,Kyu,Sazanka,M
422261,Charley,Scalies,M
422308,Keith,Scandore,M
422351,Kevin,Scannell,M
422365,Piero,Scanziani,M
422451,Adam,Scarimbolo,M
422784,"Steven I.",Schafer,M
422800,Glenn,Schaffer,M
422872,William,Schallert,M
423205,Jared,Scheideman,M
423206,Jordan,Scheideman,M
423214,Roy,Scheider,M
423283,Maximilian,Schell,M
423565,Vincent,Schiavelli,M
423685,Richard,Schiff,M
423761,Frederick,Schiller,M
423768,Michael,Schiller,M
423769,Norbert,Schiller,M
423785,Gus,Schilling,M
423853,Cy,Schindell,M
423935,Steve,Schirripa,M
423989,Charlie,Schlatter,M
424060,"James (II)",Schlesinger,M
424672,Peter,Schmitz,M
424707,August,"Schmölzer",M
424871,"Michael (I)",Schneider,M
425129,David,Schofield,M
425270,Tommy,Schooler,M
425673,Peter,Schrum,M
425948,"Bruce P.",Schultz,M
425964,"Harry (I)",Schultz,M
426005,"Robert (II)",Schultz,M
426435,Herb,Schwartz,M
426628,Arnold,Schwarzenegger,M
426649,Kurt,Schweickhardt,M
426954,Reinhold,"Schünzel",M
427120,Robin,Scobey,M
427176,Terry,Scooper,M
427217,Charles,Scorsese,M
427218,Martin,Scorsese,M
427273,"Andrew (I)",Scott,M
427281,"Art (II)",Scott,M
427299,"Bob (II)",Scott,M
427303,"Bobby (I)",Scott,M
427335,"Charlie (VI)",Scott,M
427368,"Dave (II)",Scott,M
427460,"George C.",Scott,M
427522,"James R.",Scott,M
427529,"Jason (I)",Scott,M
427579,John-Clay,Scott,M
427619,"Kevin (I)",Scott,M
427666,Marvin,Scott,M
427898,William,Scott-Masson,M
428034,Sam,Scudder,M
428043,"Andrew (I)",Scudiero,M
428085,Matthew,Scurfield,M
428173,Douglas,Seale,M
428365,Dustin,Seavey,M
428582,Jon,Seda,M
428712,Graham,Seed,M
428829,"José",Sefami,M
428847,Josh,Seffinger,M
428854,Gary,Sefton,M
428872,"George (I)",Segal,M
428899,"Michael Ryan",Segal,M
428933,Paolo,Seganti,M
429196,Tom,Seidel,M
429209,Wolfgang,Seidenberg,M
429375,"John Kraft",Seitz,M
429427,Miroslav,Sekera,M
429506,Hubert,"Selby Jr.",M
429644,Warren,Selko,M
429651,Rod,Sell,M
429671,"Lee R.",Sellars,M
429719,Peter,Sellers,M
429814,Barry,Seltzer,M
429819,"David (II)",Seltzer,M
429957,Sasha,Semenoff,M
430016,Martin,Semmelrogge,M
430367,Octave,Senoret,M
430402,"Randall Hall",Senter,M
430578,Akira,Sera,M
430641,Rade,Serbedzija,M
430703,Martin,Serene,M
430795,Matt,Sergott,M
430880,Pepe,Serna,M
430965,Raymond,Serra,M
431048,Louis,Serrano,M
431142,Christopher,Serrone,M
431332,Roshan,Seth,M
431346,Sudarshan,Sethi,M
431458,"Johnny (I)",Seven,M
431581,Romy,Sevilla,M
431642,George,Sewell,M
431660,Andrzej,Seweryn,M
431779,"Dan (I)",Seymour,M
431791,Harry,Seymour,M
431960,Dean,Shackelford,M
431961,Floyd,Shackelford,M
432015,Glenn,Shadix,M
432182,Kiran,Shah,M
432273,Frank,Shain,M
432485,"Brendan (II)",Shanahan,M
432546,"Ron (I)",Shane,M
432658,"Harry (I)",Shannon,M
432677,"Michael (V)",Shannon,M
432870,John,Sharian,M
432876,Omar,Sharif,M
433046,Anthony,Sharp,M
433086,"John (I)",Sharp,M
433103,"Matthew (I)",Sharp,M
433153,"David (I)",Sharpe,M
433259,William,Shatner,M
433333,"Adam (II)",Shaw,M
433492,Maxwell,Shaw,M
433518,"Robert (I)",Shaw,M
433531,"Scott (I)",Shaw,M
433533,"Sebastian (I)",Shaw,M
433536,Stan,Shaw,M
433576,Abdul,Shawish,M
433585,Robert,Shawley,M
433600,Wallace,Shawn,M
433636,Konstantin,Shayne,M
433639,Robert,Shayne,M
433731,"Patrick (III)",Shea,M
433767,Michael,Sheard,M
433817,Marvin,Shechter,M
433843,"Bill (I)",Sheehan,M
433898,Charlie,Sheen,M
433904,Martin,Sheen,M
434092,Louis,Sheldon,M
434099,Noel,Sheldon,M
434151,Damion,Sheller,M
434249,Kent,Shelton,M
434316,Paul,Shenar,M
434320,"Robert C.",Shenck,M
434322,Sunil,Shende,M
434338,"Ben (II)",Shenkman,M
434562,Sy,Sher,M
434706,"Charles (I)",Sherlock,M
434752,Don,Sherman,M
434761,"Fred (I)",Sherman,M
434866,Tudor,Sherrard,M
434966,George,Sherwood,M
435165,Andrew,Shield,M
435202,"M. Scott",Shields,M
435216,Robert,Shields,M
435270,James,Shigeta,M
435340,Michael,Shillo,M
435415,Tetsuro,Shimaguchi,M
435450,Gen,Shimizu,M
435468,Masao,Shimizu,M
435523,Takashi,Shimura,M
436214,Gary,Shorelle,M
436239,"Chris (I)",Short,M
436267,"Paul E.",Short,M
436406,John,Shrapnel,M
436407,Lex,Shrapnel,M
436473,Sonny,Shroyer,M
436766,Blake,Shuster,M
436960,"David (I)",Sibley,M
437068,Bruno,Sidar,M
437102,Robert,Sidell,M
437159,Bruce,Sidney,M
437411,Casey,Siemaszko,M
437419,Adam,Siemion,M
437537,Greg,Siff,M
437612,Tom,Signorelli,M
437929,Felix,Silla,M
438100,Geno,Silva,M
438105,Gregory,Silva,M
438287,Al,Silvani,M
438288,Aldo,Silvani,M
438397,"Robert (I)",Silver,M
438457,"David (I)",Silverman,M
438491,"Peter (II)",Silverman,M
438594,Larry,Silvestri,M
438613,Avilio,Silvia,M
438636,Gerald,Sim,M
438936,"Dick (I)",Simmons,M
439083,Larry,Simms,M
439120,Abe,Simon,M
439275,"Paul (I)",Simon,M
439306,S.S.,Simon,M
439500,"Robert (II)",Simons,M
439561,Tony,Simotes,M
439592,"Al (I)",Simpson,M
439630,Christian,Simpson,M
439760,Russell,Simpson,M
439956,Frank,Sinatra,M
440098,Guy,Siner,M
440124,"A. Gerald",Singer,M
440271,Dilsher,Singh,M
440282,Gurcharan,Singh,M
440313,Karkirat,Singh,M
440374,"Reginald Lal",Singh,M
440419,"Vagish Kumar",Singh,M
440442,"Isaac C.","Singleton Jr.",M
440465,Juan,Singleton,M
440471,"Ralph S.",Singleton,M
440500,Rovil,Sinha,M
440526,Gary,Sinise,M
440606,Curt,Siodmak,M
440668,Shaun,Sipos,M
440766,Tony,Sirico,M
440969,Frank,Sisto,M
441007,Brian,Sites,M
441022,Emil,Sitka,M
441120,Frank,Sivero,M
441185,Tom,Sizemore,M
441312,Bix,Skahill,M
441341,Sebastian,Skalski,M
441374,Stellan,"Skarsgård",M
441462,Tom,Skerritt,M
441506,Rick,Skidmore,M
441680,Zdenek,Sklenar,M
441764,Sidney,Skolsky,M
442096,John,Slade,M
442181,Jeremy,Slate,M
442258,Russell,Slater,M
442301,Jeri,Slaughter,M
442337,John,Slavik,M
442579,Everett,Sloane,M
442610,Cy,Slocum,M
442915,Tony,Smart,M
443052,Jason,Smiley,M
443060,Ralph,Smiley,M
443160,Louis,"Smith 'Tre Luv'",M
443170,"Delos V.","Smith Jr.",M
443415,"C. Aubrey",Smith,M
443594,"David Lee",Smith,M
443599,"Dean (I)",Smith,M
443604,"Dennis (I)",Smith,M
443663,"Dylan (III)",Smith,M
443701,"Emmett (I)",Smith,M
443707,"Eric (X)",Smith,M
443748,"Fred (I)",Smith,M
443769,Garnett,Smith,M
443772,"Gary (I)",Smith,M
443808,"Gerald Oliver",Smith,M
443848,Hal,Smith,M
443885,"Howard K.",Smith,M
443935,"Jake D.",Smith,M
443979,"Jason Bose",Smith,M
444015,"Jim (I)",Smith,M
444020,"Jim B.",Smith,M
444177,"Lane (I)",Smith,M
444211,"Lionel Mark",Smith,M
444392,"Oscar (I)",Smith,M
444417,"Paul (XXXIII)",Smith,M
444497,"Richard (VI)",Smith,M
444508,"Richard T.",Smith,M
444548,"Roger (VI)",Smith,M
444570,"Roy Forge",Smith,M
444602,"Scott Alan",Smith,M
444638,Sly,Smith,M
444747,"Tony (II)",Smith,M
445005,Dick,Smothers,M
445198,James,Snell,M
445208,Roy,Snell,M
445382,Bruce,Snowedon,M
445767,Walter,Soderling,M
446025,Alex,Sol,M
